origin,destination,airline,date,price,days_until_departure
BIO,PMI,IB,2025-05-18,564,-1
BIO,SCQ,IB,2025-05-18,473,-1
BIO,SVQ,IB,2025-05-18,1117,-1
BIO,TFN,IB,2025-05-18,927,-1
BIO,TXL,IB,2025-05-18,845,-1
BIO,VGO,IB,2025-05-18,624,-1
BIO,VLC,IB,2025-05-18,480,-1
BJL,BCN,IB,2025-05-18,551,-1
BKK,LHR,IB,2025-05-18,419,-1
BLQ,BCN,IB,2025-05-18,988,-1
BLQ,MAD,IB,2025-05-18,127,-1
BLQ,ORY,IB,2025-05-18,642,-1
BOD,BCN,IB,2025-05-18,444,-1
BOD,MAD,IB,2025-05-18,1022,-1
BOD,PMI,IB,2025-05-18,188,-1
BOG,MAD,IB,2025-05-18,122,-1
BOS,LHR,IB,2025-05-18,472,-1
BOS,MAD,IB,2025-05-18,1170,-1
BRI,BCN,IB,2025-05-18,1005,-1
BRI,FLR,IB,2025-05-18,826,-1
BRU,AGP,IB,2025-05-18,256,-1
BRU,ALC,IB,2025-05-18,524,-1
BRU,BCN,IB,2025-05-18,817,-1
BRU,FCO,IB,2025-05-18,295,-1
BRU,IBZ,IB,2025-05-18,244,-1
BRU,LIS,IB,2025-05-18,558,-1
BRU,MAD,IB,2025-05-18,1035,-1
BRU,OPO,IB,2025-05-18,838,-1
BRU,PMI,IB,2025-05-18,417,-1
BRU,SCQ,IB,2025-05-18,1099,-1
BRU,VCE,IB,2025-05-18,589,-1
BRU,VLC,IB,2025-05-18,362,-1
BUD,LHR,IB,2025-05-18,1132,-1
BWI,LHR,IB,2025-05-18,175,-1
CAG,FLR,IB,2025-05-18,1018,-1
CCS,MAD,IB,2025-05-18,1197,-1
CDG,BCN,IB,2025-05-18,165,-1
CDG,DFW,IB,2025-05-18,1179,-1
CDG,JFK,IB,2025-05-18,710,-1
CDG,MIA,IB,2025-05-18,1101,-1
CDG,ORD,IB,2025-05-18,804,-1
CDG,OVD,IB,2025-05-18,975,-1
CDG,SCQ,IB,2025-05-18,824,-1
CLO,BOG,IB,2025-05-18,311,-1
CMN,AGP,IB,2025-05-18,534,-1
CMN,BCN,IB,2025-05-18,432,-1
CMN,MAD,IB,2025-05-18,957,-1
CMN,VLC,IB,2025-05-18,996,-1
CPH,AGP,IB,2025-05-18,989,-1
CPH,ALC,IB,2025-05-18,1078,-1
CPH,BCN,IB,2025-05-18,222,-1
CPH,FLR,IB,2025-05-18,179,-1
CPH,MAD,IB,2025-05-18,529,-1
CPT,LHR,IB,2025-05-18,107,-1
CTA,BCN,IB,2025-05-18,318,-1
CTA,FCO,IB,2025-05-18,830,-1
CTA,FLR,IB,2025-05-18,310,-1
CUZ,JUL,IB,2025-05-18,1124,-1
CWL,AGP,IB,2025-05-18,863,-1
CWL,ALC,IB,2025-05-18,791,-1
CWL,BCN,IB,2025-05-18,1119,-1
DBV,BCN,IB,2025-05-18,814,-1
DEN,LHR,IB,2025-05-18,562,-1
DFW,CDG,IB,2025-05-18,1154,-1
DFW,FRA,IB,2025-05-18,483,-1
DFW,LHR,IB,2025-05-18,187,-1
DFW,MAD,IB,2025-05-18,442,-1
DKR,BCN,IB,2025-05-18,252,-1
DKR,LPA,IB,2025-05-18,584,-1
DKR,MAD,IB,2025-05-18,930,-1
DME,AGP,IB,2025-05-18,592,-1
DME,ALC,IB,2025-05-18,1047,-1
DME,BCN,IB,2025-05-18,649,-1
DME,MAD,IB,2025-05-18,517,-1
DME,PMI,IB,2025-05-18,988,-1
DOH,BAH,IB,2025-05-18,516,-1
DRS,BCN,IB,2025-05-18,157,-1
DTM,BCN,IB,2025-05-18,1037,-1
DUB,MAD,IB,2025-05-18,477,-1
DUB,ORD,IB,2025-05-18,313,-1
DUS,BCN,IB,2025-05-18,725,-1
DUS,MAD,IB,2025-05-18,202,-1
DUS,ORD,IB,2025-05-18,696,-1
EAS,BCN,IB,2025-05-18,377,-1
EAS,MAD,IB,2025-05-18,987,-1
EDI,BCN,IB,2025-05-18,680,-1
EDI,LHR,IB,2025-05-18,607,-1
EWR,LHR,IB,2025-05-18,222,-1
EWR,ORY,IB,2025-05-18,570,-1
EZE,MAD,IB,2025-05-18,921,-1
FCO,AGP,IB,2025-05-18,1171,-1
FCO,ALC,IB,2025-05-18,363,-1
FCO,BCN,IB,2025-05-18,226,-1
FCO,BRU,IB,2025-05-18,391,-1
FCO,CTA,IB,2025-05-18,225,-1
FCO,JFK,IB,2025-05-18,890,-1
FCO,MAD,IB,2025-05-18,245,-1
FCO,NTE,IB,2025-05-18,368,-1
FCO,ORD,IB,2025-05-18,984,-1
FCO,ORY,IB,2025-05-18,1039,-1
FCO,PRG,IB,2025-05-18,661,-1
FCO,VLC,IB,2025-05-18,773,-1
FEZ,BCN,IB,2025-05-18,224,-1
FLR,BCN,IB,2025-05-18,431,-1
FLR,BRI,IB,2025-05-18,132,-1
FLR,CAG,IB,2025-05-18,314,-1
FLR,CPH,IB,2025-05-18,344,-1
FLR,CTA,IB,2025-05-18,877,-1
FLR,LGW,IB,2025-05-18,545,-1
FLR,MAD,IB,2025-05-18,847,-1
FLR,ORY,IB,2025-05-18,1019,-1
FLR,PMO,IB,2025-05-18,198,-1
FLR,TXL,IB,2025-05-18,888,-1
FRA,BCN,IB,2025-05-18,137,-1
FRA,DFW,IB,2025-05-18,345,-1
FRA,MAD,IB,2025-05-18,478,-1
FUE,BCN,IB,2025-05-18,1163,-1
FUE,BIO,IB,2025-05-18,578,-1
FUE,MAD,IB,2025-05-18,993,-1
GIG,MAD,IB,2025-05-18,1003,-1
GLA,LHR,IB,2025-05-18,637,-1
GOA,BCN,IB,2025-05-18,491,-1
GOT,BCN,IB,2025-05-18,1170,-1
GOT,LHR,IB,2025-05-18,572,-1
GRU,MAD,IB,2025-05-18,727,-1
GRX,BCN,IB,2025-05-18,589,-1
GRX,LCY,IB,2025-05-18,992,-1
GRX,MAD,IB,2025-05-18,186,-1
GRX,MLN,IB,2025-05-18,897,-1
GRX,PMI,IB,2025-05-18,689,-1
GUA,SAL,IB,2025-05-18,562,-1
GVA,MAD,IB,2025-05-18,808,-1
GYE,MAD,IB,2025-05-18,774,-1
GYE,UIO,IB,2025-05-18,746,-1
HAJ,AGP,IB,2025-05-18,260,-1
HAJ,BCN,IB,2025-05-18,716,-1
HAM,AGP,IB,2025-05-18,729,-1
HAM,BCN,IB,2025-05-18,552,-1
HEL,BCN,IB,2025-05-18,981,-1
HEL,JFK,IB,2025-05-18,577,-1
HEL,MAD,IB,2025-05-18,378,-1
IAD,LHR,IB,2025-05-18,611,-1
IAH,LHR,IB,2025-05-18,487,-1
IBZ,ALC,IB,2025-05-18,1008,-1
IBZ,AMS,IB,2025-05-18,912,-1
IBZ,BCN,IB,2025-05-18,351,-1
IBZ,BIO,IB,2025-05-18,178,-1
IBZ,BRU,IB,2025-05-18,632,-1
IBZ,LCY,IB,2025-05-18,1011,-1
IBZ,LHR,IB,2025-05-18,149,-1
IBZ,MAD,IB,2025-05-18,378,-1
IBZ,ORY,IB,2025-05-18,128,-1
IBZ,PMI,IB,2025-05-18,878,-1
IBZ,VLC,IB,2025-05-18,1191,-1
IEV,BCN,IB,2025-05-18,125,-1
ILD,PMI,IB,2025-05-18,191,-1
JFK,BCN,IB,2025-05-18,410,-1
JFK,CDG,IB,2025-05-18,256,-1
JFK,FCO,IB,2025-05-18,1120,-1
JFK,HEL,IB,2025-05-18,285,-1
JFK,LCY,IB,2025-05-18,1088,-1
JFK,LHR,IB,2025-05-18,1179,-1
JFK,MAD,IB,2025-05-18,751,-1
JFK,MAN,IB,2025-05-18,667,-1
JFK,MXP,IB,2025-05-18,801,-1
JFK,ORY,IB,2025-05-18,766,-1
JUL,AQP,IB,2025-05-18,809,-1
KBP,BCN,IB,2025-05-18,653,-1
KBP,MAD,IB,2025-05-18,1148,-1
KIN,LGW,IB,2025-05-18,863,-1
LAD,LHR,IB,2025-05-18,623,-1
LAD,MAD,IB,2025-05-18,633,-1
LAS,LHR,IB,2025-05-18,804,-1
LAX,LHR,IB,2025-05-18,646,-1
LAX,MAD,IB,2025-05-18,561,-1
LBA,LHR,IB,2025-05-18,389,-1
LCG,BCN,IB,2025-05-18,321,-1
LCG,BIO,IB,2025-05-18,1003,-1
LCG,LHR,IB,2025-05-18,833,-1
LCG,MAD,IB,2025-05-18,1137,-1
LCG,SVQ,IB,2025-05-18,374,-1
LCY,AGP,IB,2025-05-18,741,-1
LCY,GRX,IB,2025-05-18,718,-1
LCY,IBZ,IB,2025-05-18,268,-1
LCY,MAD,IB,2025-05-18,535,-1
LCY,PMI,IB,2025-05-18,110,-1
LDE,MAD,IB,2025-05-18,444,-1
LED,BCN,IB,2025-05-18,507,-1
LEI,BCN,IB,2025-05-18,183,-1
LEI,MAD,IB,2025-05-18,109,-1
LEI,MLN,IB,2025-05-18,636,-1
LEJ,BCN,IB,2025-05-18,1002,-1
LEN,BCN,IB,2025-05-18,996,-1
LGW,ACE,IB,2025-05-18,884,-1
LGW,AGP,IB,2025-05-18,878,-1
LGW,ALC,IB,2025-05-18,720,-1
LGW,ANU,IB,2025-05-18,225,-1
LGW,BCN,IB,2025-05-18,963,-1
LGW,BDA,IB,2025-05-18,1198,-1
LGW,BGI,IB,2025-05-18,874,-1
LGW,FLR,IB,2025-05-18,466,-1
LGW,KIN,IB,2025-05-18,139,-1
LGW,MCO,IB,2025-05-18,290,-1
LGW,TFS,IB,2025-05-18,757,-1
LGW,TPA,IB,2025-05-18,724,-1
LGW,UVF,IB,2025-05-18,632,-1
LHR,ABZ,IB,2025-05-18,1087,-1
LHR,ARN,IB,2025-05-18,859,-1
LHR,ATL,IB,2025-05-18,748,-1
LHR,AUH,IB,2025-05-18,261,-1
LHR,AUS,IB,2025-05-18,1094,-1
LHR,BAH,IB,2025-05-18,1030,-1
LHR,BCN,IB,2025-05-18,1006,-1
LHR,BEY,IB,2025-05-18,321,-1
LHR,BHD,IB,2025-05-18,734,-1
LHR,BIO,IB,2025-05-18,1071,-1
LHR,BKK,IB,2025-05-18,142,-1
LHR,BOS,IB,2025-05-18,234,-1
LHR,BUD,IB,2025-05-18,787,-1
LHR,BWI,IB,2025-05-18,289,-1
LHR,DEN,IB,2025-05-18,1067,-1
LHR,DFW,IB,2025-05-18,366,-1
LHR,EDI,IB,2025-05-18,238,-1
LHR,EWR,IB,2025-05-18,405,-1
LHR,GLA,IB,2025-05-18,205,-1
LHR,GOT,IB,2025-05-18,886,-1
LHR,IAD,IB,2025-05-18,285,-1
LHR,IAH,IB,2025-05-18,696,-1
LHR,IBZ,IB,2025-05-18,679,-1
LHR,JFK,IB,2025-05-18,967,-1
LHR,LAS,IB,2025-05-18,422,-1
LHR,LAX,IB,2025-05-18,1046,-1
LHR,LBA,IB,2025-05-18,147,-1
LHR,LCG,IB,2025-05-18,1061,-1
LHR,MAD,IB,2025-05-18,650,-1
LHR,MAN,IB,2025-05-18,1147,-1
LHR,MEX,IB,2025-05-18,1102,-1
LHR,MIA,IB,2025-05-18,545,-1
LHR,NCL,IB,2025-05-18,512,-1
LHR,ORD,IB,2025-05-18,406,-1
LHR,ORY,IB,2025-05-18,778,-1
LHR,OSL,IB,2025-05-18,454,-1
LHR,PHL,IB,2025-05-18,1144,-1
LHR,PHX,IB,2025-05-18,980,-1
LHR,PMI,IB,2025-05-18,543,-1
LHR,RDU,IB,2025-05-18,735,-1
LHR,RUH,IB,2025-05-18,859,-1
LHR,SAN,IB,2025-05-18,337,-1
LHR,SEA,IB,2025-05-18,983,-1
LHR,SFO,IB,2025-05-18,543,-1
LHR,SIN,IB,2025-05-18,554,-1
LHR,WAW,IB,2025-05-18,1065,-1
LHR,YUL,IB,2025-05-18,1032,-1
LHR,YVR,IB,2025-05-18,586,-1
LHR,YYC,IB,2025-05-18,745,-1
LHR,YYZ,IB,2025-05-18,902,-1
LIL,BCN,IB,2025-05-18,191,-1
LIM,CUZ,IB,2025-05-18,995,-1
LIM,MAD,IB,2025-05-18,111,-1
LIN,MAD,IB,2025-05-18,431,-1
LIS,BCN,IB,2025-05-18,861,-1
LIS,BRU,IB,2025-05-18,986,-1
LIS,MAD,IB,2025-05-18,238,-1
LIS,ORY,IB,2025-05-18,799,-1
LOS,MAD,IB,2025-05-18,214,-1
LPA,AGP,IB,2025-05-18,613,-1
LPA,ALC,IB,2025-05-18,1085,-1
LPA,BCN,IB,2025-05-18,584,-1
LPA,BIO,IB,2025-05-18,1188,-1
LPA,DKR,IB,2025-05-18,1008,-1
LPA,MAD,IB,2025-05-18,911,-1
LPA,NKC,IB,2025-05-18,1133,-1
LPA,ORY,IB,2025-05-18,422,-1
LPA,SCQ,IB,2025-05-18,783,-1
LPA,SVQ,IB,2025-05-18,1191,-1
LPA,VLC,IB,2025-05-18,1107,-1
LUX,BCN,IB,2025-05-18,796,-1
LYS,AGP,IB,2025-05-18,742,-1
LYS,BCN,IB,2025-05-18,879,-1
LYS,MAD,IB,2025-05-18,811,-1
LYS,PMI,IB,2025-05-18,1055,-1
LYS,SVQ,IB,2025-05-18,1096,-1
MAD,ACC,IB,2025-05-18,188,-1
MAD,ACE,IB,2025-05-18,765,-1
MAD,AGP,IB,2025-05-18,493,-1
MAD,ALC,IB,2025-05-18,1112,-1
MAD,ALG,IB,2025-05-18,1069,-1
MAD,AMM,IB,2025-05-18,1149,-1
MAD,ARN,IB,2025-05-18,108,-1
MAD,BCN,IB,2025-05-18,738,-1
MAD,BIO,IB,2025-05-18,255,-1
MAD,BLQ,IB,2025-05-18,515,-1
MAD,BOD,IB,2025-05-18,773,-1
MAD,BOG,IB,2025-05-18,944,-1
MAD,BOS,IB,2025-05-18,889,-1
MAD,BRU,IB,2025-05-18,1059,-1
MAD,CCS,IB,2025-05-18,453,-1
MAD,CMN,IB,2025-05-18,1002,-1
MAD,CPH,IB,2025-05-18,369,-1
MAD,DFW,IB,2025-05-18,637,-1
MAD,DKR,IB,2025-05-18,1149,-1
MAD,DME,IB,2025-05-18,914,-1
MAD,DUB,IB,2025-05-18,209,-1
MAD,DUS,IB,2025-05-18,148,-1
MAD,EAS,IB,2025-05-18,166,-1
MAD,EZE,IB,2025-05-18,637,-1
MAD,FCO,IB,2025-05-18,1092,-1
MAD,FLR,IB,2025-05-18,692,-1
MAD,FRA,IB,2025-05-18,200,-1
MAD,FUE,IB,2025-05-18,177,-1
MAD,GIG,IB,2025-05-18,364,-1
MAD,GRU,IB,2025-05-18,162,-1
MAD,GRX,IB,2025-05-18,466,-1
MAD,GUA,IB,2025-05-18,223,-1
MAD,GVA,IB,2025-05-18,634,-1
MAD,GYE,IB,2025-05-18,1173,-1
MAD,HEL,IB,2025-05-18,1008,-1
MAD,IBZ,IB,2025-05-18,477,-1
MAD,JFK,IB,2025-05-18,563,-1
MAD,KBP,IB,2025-05-18,1061,-1
MAD,LAD,IB,2025-05-18,957,-1
MAD,LAX,IB,2025-05-18,873,-1
MAD,LCG,IB,2025-05-18,564,-1
MAD,LCY,IB,2025-05-18,1114,-1
MAD,LDE,IB,2025-05-18,986,-1
MAD,LEI,IB,2025-05-18,1105,-1
MAD,LHR,IB,2025-05-18,786,-1
MAD,LIM,IB,2025-05-18,574,-1
MAD,LIN,IB,2025-05-18,342,-1
MAD,LIS,IB,2025-05-18,856,-1
MAD,LOS,IB,2025-05-18,381,-1
MAD,LPA,IB,2025-05-18,107,-1
MAD,LYS,IB,2025-05-18,526,-1
MAD,MAH,IB,2025-05-18,919,-1
MAD,MEX,IB,2025-05-18,588,-1
MAD,MIA,IB,2025-05-18,1054,-1
MAD,MJV,IB,2025-05-18,486,-1
MAD,MLN,IB,2025-05-18,903,-1
MAD,MRS,IB,2025-05-18,387,-1
MAD,MUC,IB,2025-05-18,702,-1
MAD,MXP,IB,2025-05-18,1091,-1
MAD,NCE,IB,2025-05-18,852,-1
MAD,NTE,IB,2025-05-18,778,-1
MAD,OPO,IB,2025-05-18,767,-1
MAD,ORD,IB,2025-05-18,721,-1
MAD,ORN,IB,2025-05-18,749,-1
MAD,ORY,IB,2025-05-18,505,-1
MAD,OVD,IB,2025-05-18,404,-1
MAD,PMI,IB,2025-05-18,130,-1
MAD,PNA,IB,2025-05-18,324,-1
MAD,PRG,IB,2025-05-18,969,-1
MAD,PTY,IB,2025-05-18,217,-1
MAD,RAK,IB,2025-05-18,808,-1
MAD,RJL,IB,2025-05-18,1182,-1
MAD,SCL,IB,2025-05-18,615,-1
MAD,SCQ,IB,2025-05-18,808,-1
MAD,SDR,IB,2025-05-18,720,-1
MAD,SJO,IB,2025-05-18,873,-1
MAD,SOF,IB,2025-05-18,847,-1
MAD,SPC,IB,2025-05-18,486,-1
MAD,SSG,IB,2025-05-18,1068,-1
MAD,SVQ,IB,2025-05-18,545,-1
MAD,SXB,IB,2025-05-18,118,-1
MAD,TFN,IB,2025-05-18,389,-1
MAD,TFS,IB,2025-05-18,718,-1
MAD,TLS,IB,2025-05-18,1123,-1
MAD,TLV,IB,2025-05-18,936,-1
MAD,TNG,IB,2025-05-18,381,-1
MAD,TRN,IB,2025-05-18,795,-1
MAD,TXL,IB,2025-05-18,1199,-1
MAD,UIO,IB,2025-05-18,523,-1
MAD,VCE,IB,2025-05-18,233,-1
MAD,VGO,IB,2025-05-18,239,-1
MAD,VIE,IB,2025-05-18,1136,-1
MAD,VLC,IB,2025-05-18,702,-1
MAD,XRY,IB,2025-05-18,126,-1
MAD,ZRH,IB,2025-05-18,1006,-1
MAH,BCN,IB,2025-05-18,987,-1
MAH,MAD,IB,2025-05-18,625,-1
MAH,PMI,IB,2025-05-18,504,-1
MAH,VLC,IB,2025-05-18,1126,-1
MAN,JFK,IB,2025-05-18,1159,-1
MAN,LHR,IB,2025-05-18,424,-1
MAN,ORD,IB,2025-05-18,108,-1
MCO,LGW,IB,2025-05-18,185,-1
MCT,AUH,IB,2025-05-18,812,-1
MEX,MAD,IB,2025-05-18,835,-1
MEX,MIA,IB,2025-05-18,144,-1
MGA,SJO,IB,2025-05-18,522,-1
MIA,ATL,IB,2025-05-18,248,-1
MIA,BCN,IB,2025-05-18,822,-1
MIA,CDG,IB,2025-05-18,931,-1
MIA,LHR,IB,2025-05-18,402,-1
MIA,MAD,IB,2025-05-18,645,-1
MIA,MSY,IB,2025-05-18,503,-1
MIA,MXP,IB,2025-05-18,721,-1
MJV,MAD,IB,2025-05-18,1105,-1
MLA,BCN,IB,2025-05-18,872,-1
MLN,AGP,IB,2025-05-18,914,-1
MLN,GRX,IB,2025-05-18,663,-1
MLN,LEI,IB,2025-05-18,677,-1
MLN,MAD,IB,2025-05-18,999,-1
MRS,BCN,IB,2025-05-18,814,-1
MRS,MAD,IB,2025-05-18,745,-1
MRS,PMI,IB,2025-05-18,296,-1
MSY,MIA,IB,2025-05-18,927,-1
MUC,AGP,IB,2025-05-18,395,-1
MUC,BCN,IB,2025-05-18,802,-1
MUC,MAD,IB,2025-05-18,1173,-1
MXP,BCN,IB,2025-05-18,207,-1
MXP,BIO,IB,2025-05-18,1189,-1
MXP,JFK,IB,2025-05-18,686,-1
MXP,MAD,IB,2025-05-18,966,-1
MXP,MIA,IB,2025-05-18,324,-1
NAP,BCN,IB,2025-05-18,475,-1
NCE,BCN,IB,2025-05-18,991,-1
NCE,MAD,IB,2025-05-18,1187,-1
NCL,LHR,IB,2025-05-18,950,-1
NDR,BCN,IB,2025-05-18,878,-1
NKC,LPA,IB,2025-05-18,405,-1
NTE,AGP,IB,2025-05-18,451,-1
NTE,BCN,IB,2025-05-18,292,-1
NTE,FCO,IB,2025-05-18,894,-1
NTE,MAD,IB,2025-05-18,443,-1
NTE,SVQ,IB,2025-05-18,1048,-1
NUE,BCN,IB,2025-05-18,709,-1
OPO,BCN,IB,2025-05-18,610,-1
OPO,BRU,IB,2025-05-18,312,-1
OPO,MAD,IB,2025-05-18,221,-1
OPO,ORY,IB,2025-05-18,338,-1
ORD,ATL,IB,2025-05-18,864,-1
ORD,CDG,IB,2025-05-18,978,-1
ORD,DUB,IB,2025-05-18,1136,-1
ORD,DUS,IB,2025-05-18,244,-1
ORD,FCO,IB,2025-05-18,573,-1
ORD,LHR,IB,2025-05-18,1174,-1
ORD,MAD,IB,2025-05-18,1058,-1
ORD,MAN,IB,2025-05-18,629,-1
ORD,MSY,IB,2025-05-18,936,-1
ORN,ALC,IB,2025-05-18,667,-1
ORN,BCN,IB,2025-05-18,1112,-1
ORN,MAD,IB,2025-05-18,1092,-1
ORY,AGP,IB,2025-05-18,533,-1
ORY,ALC,IB,2025-05-18,800,-1
ORY,BCN,IB,2025-05-18,553,-1
ORY,BIO,IB,2025-05-18,1153,-1
ORY,BLQ,IB,2025-05-18,158,-1
ORY,EWR,IB,2025-05-18,436,-1
ORY,FCO,IB,2025-05-18,682,-1
ORY,FLR,IB,2025-05-18,548,-1
ORY,IBZ,IB,2025-05-18,889,-1
ORY,JFK,IB,2025-05-18,680,-1
ORY,LHR,IB,2025-05-18,296,-1
ORY,LIS,IB,2025-05-18,961,-1
ORY,LPA,IB,2025-05-18,1103,-1
ORY,MAD,IB,2025-05-18,285,-1
ORY,OPO,IB,2025-05-18,459,-1
ORY,PMI,IB,2025-05-18,894,-1
ORY,RBA,IB,2025-05-18,663,-1
ORY,SVQ,IB,2025-05-18,760,-1
ORY,TFN,IB,2025-05-18,656,-1
ORY,TFS,IB,2025-05-18,833,-1
ORY,VLC,IB,2025-05-18,856,-1
OSL,BCN,IB,2025-05-18,372,-1
OSL,LHR,IB,2025-05-18,1026,-1
OTP,BCN,IB,2025-05-18,215,-1
OVD,AGP,IB,2025-05-18,1188,-1
OVD,BCN,IB,2025-05-18,954,-1
OVD,CDG,IB,2025-05-18,945,-1
OVD,MAD,IB,2025-05-18,337,-1
OVD,PMI,IB,2025-05-18,1173,-1
OVD,SVQ,IB,2025-05-18,858,-1
OVD,VLC,IB,2025-05-18,760,-1
PHL,LHR,IB,2025-05-18,882,-1
PHX,LHR,IB,2025-05-18,977,-1
PMC,SCL,IB,2025-05-18,1169,-1
PMI,AGP,IB,2025-05-18,838,-1
PMI,ALC,IB,2025-05-18,746,-1
PMI,AMS,IB,2025-05-18,293,-1
PMI,BCN,IB,2025-05-18,878,-1
PMI,BIO,IB,2025-05-18,978,-1
PMI,BOD,IB,2025-05-18,583,-1
PMI,BRU,IB,2025-05-18,1060,-1
PMI,DME,IB,2025-05-18,197,-1
PMI,GRX,IB,2025-05-18,323,-1
PMI,IBZ,IB,2025-05-18,243,-1
PMI,ILD,IB,2025-05-18,770,-1
PMI,LCY,IB,2025-05-18,680,-1
PMI,LHR,IB,2025-05-18,565,-1
PMI,LYS,IB,2025-05-18,1159,-1
PMI,MAD,IB,2025-05-18,781,-1
PMI,MAH,IB,2025-05-18,500,-1
PMI,MRS,IB,2025-05-18,700,-1
PMI,ORY,IB,2025-05-18,492,-1
PMI,OVD,IB,2025-05-18,664,-1
PMI,SCQ,IB,2025-05-18,1199,-1
PMI,SVQ,IB,2025-05-18,203,-1
PMI,TLS,IB,2025-05-18,251,-1
PMI,VLC,IB,2025-05-18,595,-1
PMO,BCN,IB,2025-05-18,562,-1
PMO,FLR,IB,2025-05-18,123,-1
PNA,MAD,IB,2025-05-18,1084,-1
POS,UVF,IB,2025-05-18,231,-1
PRG,BCN,IB,2025-05-18,1001,-1
PRG,FCO,IB,2025-05-18,717,-1
PRG,MAD,IB,2025-05-18,287,-1
PSA,BCN,IB,2025-05-18,826,-1
PTY,MAD,IB,2025-05-18,839,-1
PTY,MIA,IB,2025-05-18,211,-1
PTY,SJO,IB,2025-05-18,685,-1
PUJ,ANU,IB,2025-05-18,117,-1
PUQ,PMC,IB,2025-05-18,385,-1
RAK,BCN,IB,2025-05-18,530,-1
RAK,MAD,IB,2025-05-18,1184,-1
RBA,ORY,IB,2025-05-18,760,-1
RDU,LHR,IB,2025-05-18,360,-1
RGS,BCN,IB,2025-05-18,802,-1
RJL,MAD,IB,2025-05-18,506,-1
RNS,BCN,IB,2025-05-18,747,-1
SAL,MAD,IB,2025-05-18,403,-1
SAN,LHR,IB,2025-05-18,328,-1
SCL,MAD,IB,2025-05-18,720,-1
SCQ,AGP,IB,2025-05-18,634,-1
SCQ,BCN,IB,2025-05-18,321,-1
SCQ,BIO,IB,2025-05-18,1164,-1
SCQ,BRU,IB,2025-05-18,1104,-1
SCQ,CDG,IB,2025-05-18,524,-1
SCQ,LPA,IB,2025-05-18,231,-1
SCQ,MAD,IB,2025-05-18,1083,-1
SCQ,PMI,IB,2025-05-18,260,-1
SCQ,TFN,IB,2025-05-18,828,-1
SDR,BCN,IB,2025-05-18,1147,-1
SDR,MAD,IB,2025-05-18,1008,-1
SEA,LHR,IB,2025-05-18,249,-1
SFO,LHR,IB,2025-05-18,834,-1
SIN,LHR,IB,2025-05-18,1092,-1
SIN,SYD,IB,2025-05-18,756,-1
SJO,GUA,IB,2025-05-18,189,-1
SJO,MAD,IB,2025-05-18,1186,-1
SJO,PTY,IB,2025-05-18,539,-1
SKB,ANU,IB,2025-05-18,141,-1
SLM,BCN,IB,2025-05-18,811,-1
SOF,MAD,IB,2025-05-18,939,-1
SPC,MAD,IB,2025-05-18,269,-1
SSG,MAD,IB,2025-05-18,939,-1
STR,BCN,IB,2025-05-18,1145,-1
SVG,BCN,IB,2025-05-18,1154,-1
SVQ,AMS,IB,2025-05-18,366,-1
SVQ,BCN,IB,2025-05-18,112,-1
SVQ,BIO,IB,2025-05-18,389,-1
SVQ,LCG,IB,2025-05-18,647,-1
SVQ,LPA,IB,2025-05-18,1184,-1
SVQ,LYS,IB,2025-05-18,698,-1
SVQ,MAD,IB,2025-05-18,411,-1
SVQ,NTE,IB,2025-05-18,906,-1
SVQ,ORY,IB,2025-05-18,313,-1
SVQ,OVD,IB,2025-05-18,528,-1
SVQ,PMI,IB,2025-05-18,682,-1
SVQ,TFN,IB,2025-05-18,445,-1
SVQ,TLS,IB,2025-05-18,734,-1
SVQ,VLC,IB,2025-05-18,836,-1
SXB,MAD,IB,2025-05-18,333,-1
SYD,SIN,IB,2025-05-18,1015,-1
TFN,AGP,IB,2025-05-18,985,-1
TFN,BCN,IB,2025-05-18,655,-1
TFN,BIO,IB,2025-05-18,808,-1
TFN,MAD,IB,2025-05-18,600,-1
TFN,ORY,IB,2025-05-18,118,-1
TFN,SCQ,IB,2025-05-18,454,-1
TFN,SVQ,IB,2025-05-18,612,-1
TFN,VLC,IB,2025-05-18,1139,-1
TFS,BCN,IB,2025-05-18,431,-1
TFS,LGW,IB,2025-05-18,1040,-1
TFS,MAD,IB,2025-05-18,400,-1
TFS,ORY,IB,2025-05-18,190,-1
TFS,VGO,IB,2025-05-18,928,-1
TLS,AGP,IB,2025-05-18,208,-1
TLS,BCN,IB,2025-05-18,174,-1
TLS,MAD,IB,2025-05-18,214,-1
TLS,PMI,IB,2025-05-18,1057,-1
TLS,SVQ,IB,2025-05-18,925,-1
TLV,BCN,IB,2025-05-18,309,-1
TLV,MAD,IB,2025-05-18,665,-1
TNG,BCN,IB,2025-05-18,258,-1
TNG,MAD,IB,2025-05-18,841,-1
TPA,LGW,IB,2025-05-18,959,-1
TRN,BCN,IB,2025-05-18,463,-1
TRN,MAD,IB,2025-05-18,776,-1
TXL,BCN,IB,2025-05-18,279,-1
TXL,BIO,IB,2025-05-18,1073,-1
TXL,FLR,IB,2025-05-18,805,-1
TXL,MAD,IB,2025-05-18,829,-1
UIO,GYE,IB,2025-05-18,382,-1
UIO,MAD,IB,2025-05-18,365,-1
UVF,GND,IB,2025-05-18,729,-1
UVF,LGW,IB,2025-05-18,1069,-1
UVF,POS,IB,2025-05-18,545,-1
VCE,BCN,IB,2025-05-18,1031,-1
VCE,BRU,IB,2025-05-18,277,-1
VCE,MAD,IB,2025-05-18,660,-1
